index	name	height	weight	description	image
736	Grubbin	1' 04"	9.7	Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/736.png
737	Charjabug	1' 08"	23.1	Its body is capable of storing electricity. On camping trips, people are grateful to have one around.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/737.png
738	Vikavolt	4' 11"	99.2	It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/738.png
739	Crabrawler	2' 00"	15.4	While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/739.png
740	Crabominable	5' 07"	396.8	It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/740.png
741	Oricorio	2' 00"	7.5	It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png
742	Cutiefly	0' 04"	0.4	It feeds on the nectar and pollen of flowers. Because it's able to sense auras, it can identify which flowers are about to bloom.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/742.png
743	Ribombee	0' 08"	1.1	It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/743.png
744	Rockruff	1' 08"	20.3	It's considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/744.png
745	Lycanroc	2' 07"	55.1	Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/745.png
746	Wishiwashi	0' 08"	0.7	When it's in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/746.png
747	Mareanie	1' 04"	17.6	It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/747.png
748	Toxapex	2' 04"	32.0	Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/748.png
749	Mudbray	3' 03"	242.5	The mud stuck to Mudbray's hooves enhances its grip and its powerful running gait.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/749.png
750	Mudsdale	8' 02"	2028.3	It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/750.png
751	Dewpider	1' 00"	8.8	It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/751.png
752	Araquanid	5' 11"	180.8	It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/752.png
753	Fomantis	1' 00"	3.3	During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/753.png
754	Lurantis	2' 11"	40.8	It requires a lot of effort to maintain Lurantis's vivid coloring, but some collectors enjoy this work and treat it as their hobby.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/754.png
755	Morelull	0' 08"	3.3	It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/755.png
756	Shiinotic	3' 03"	25.4	Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/756.png
757	Salandit	2' 00"	10.6	It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/757.png
758	Salazzle	3' 11"	48.9	For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/758.png
759	Stufful	1' 08"	15.0	Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/759.png
760	Bewear	6' 11"	297.6	This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/760.png
761	Bounsweet	1' 00"	7.1	A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/761.png
762	Steenee	2' 04"	18.1	The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/762.png
763	Tsareena	3' 11"	47.2	Its long, striking legs aren't just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/763.png
764	Comfey	0' 04"	0.7	It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/764.png
765	Oranguru	4' 11"	167.6	Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it's best suited to veteran Trainers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/765.png
766	Passimian	6' 07"	182.5	They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/766.png
767	Wimpod	1' 08"	26.5	This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/767.png
768	Golisopod	6' 07"	238.1	With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/768.png
769	Sandygast	1' 08"	154.3	Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/769.png
770	Palossand	4' 03"	551.2	Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/770.png
771	Pyukumuku	1' 00"	2.6	It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/771.png
772	Type: Null	6' 03"	265.7	The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/772.png
773	Silvally	7' 07"	221.6	Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png
774	Minior	1' 00"	88.2	Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png
775	Komala	1' 04"	43.9	It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/775.png
776	Turtonator	6' 07"	467.4	The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/776.png
777	Togedemaru	1' 00"	7.3	The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/777.png
778	Mimikyu	0' 08"	1.5	Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/778.png
779	Bruxish	2' 11"	41.9	When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/779.png
780	Drampa	9' 10"	407.9	It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/780.png
781	Dhelmise	12' 10"	463.0	Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/781.png
782	Jangmo-o	2' 00"	65.5	It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/782.png
783	Hakamo-o	3' 11"	103.6	It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/783.png
